Refined_Formal_Name,QID,Refined_Category,Status/Notes
Gabriel Maugain,Q15857713,Person,[Validation] 学者 (Etude sur l'évolution intellectuelle de l'Italie)。
Gabriel Naudé,Q710176,Person,[Validation] 图书馆学家/学者。
Gabriel-François Coyer,,Person,"[OCR Fix] ""?"" -> ""ç""。"
Gabriel-Jules de Cosnac,,Person,[Validation] 历史学家 (Memoirs of Louis XIV)。
Gabriele Balestrieri,R64,Person,[Validation] 帕尔马画家 (或相关人物)。
Gabriele Emo / Giovanni Emo,,Person,[Disambiguation] 威尼斯行政官。最著名的是 Gabriele Emo 或 Giovanni Emo。保留泛指或标记需确认。
Gabriele dal Pozzo,Q107060274,Person,[Validation] 家族成员 (Cassiano的堂兄?)。
Gaetano Beani,Q97063708,Person,[Validation] 佛罗伦萨档案学家/历史学家 (19世纪)。
Gaetano Cozzi,Q13380449,Person,[Validation] 威尼斯历史学家。
Gaetano Fanti,Q372889,Person,[Validation] 壁画画家 (Quadraturista)。
Gaetano Majorano (Caffarelli),,Person,[Disambiguation] 阉伶歌手 Caffarelli。
Gaetano Moroni,Q635968,Person,[Validation] 教皇宫廷官员/百科全书作者。
Gaetano Pieraccini,Q3757081,Person,[Validation] 医生/政治家/美第奇家族研究者。
Gaetano Zompini,Q3757163,Person,[Validation] 威尼斯画家/版画家 (Le Arti che vanno per via)。
Gaius Mucius Scaevola,Q312660,Person (Myth/Hist),[Validation] 罗马英雄。
Galeazzo Arconati,Q47009360,Person,[Reconstruction] 米兰收藏家 (达芬奇手稿)。 | [Validation] 米兰收藏家。
Galeazzo Gualdo Priorato,Q960190,Person,[Validation] 历史学家/雇佣兵。
Galileo Galilei,Q307,Person,[Validation] 伽利略。
Galleria Borghese,Q841506,Place,[Validation] 罗马美术馆。
Galleria Doria Pamphilj,Q1203458,Place,[Validation] 罗马美术馆。
Galleria Giustiniani,G152,Work/Place,[Context] 可能是指 Giustiniani 收藏目录 (Work) 或宫殿画廊 (Place)。
Galleria L'Antonina,G155,Place,[Validation] 罗马古董店/画廊。
Galleria Nazionale (Rome/Parma?),,Place,[Ambiguity] 需区分。
Galleria Nazionale d'Arte Antica,Q2266081,Place,[Validation] 罗马国立古代艺术美术馆 (Barberini/Corsini)。
Galleria Nazionale di Parma,,Organization,[Category Fix] 帕尔马国家美术馆。
Galleria Spada,Q3757699,Place,[Validation] 罗马美术馆。
Gallerie dell'Accademia (Venice),,Place,[Validation] 威尼斯学院美术馆。
Gallery of the Aeneid (Palazzo Buonaccorsi),,Place,[Validation] 马切拉塔的埃涅阿斯画廊。
Ganymede,Q131588,Person (Myth),[Validation] 神话人物。
Gaspar Méndez de Haro (Marquis of Carpio),,Person,[Reconstruction] 西班牙收藏家。 | [Validation] 西班牙收藏家。
Gaspar Roomer,Q3098722,Person,[Validation] 那不勒斯佛兰芒商人/收藏家。
"Gaspar de Guzmán, Count-Duke of Olivares",,Person,[Disambiguation] 奥利瓦雷斯伯爵-公爵。
"Gaspar de Haro, 7th Marquess of Carpio",,Person,[Category Fix] 原文误标为 Work。西班牙总督/收藏家。
Gaspard Dughet,Q741375,Person,[Validation] 画家。 | [Validation] 风景画家。 | 别名 Gaspard Poussin，风景画家。
Gaspare Altieri,Q27999316,Person,[Validation] 罗马亲王 (Clement X侄女婿)。
Gaspare Diziani,Q744250,Person,[Validation] 威尼斯画家。
Gaspare Partridge,R65,Person,[Check Original] 可能是 English artist in Italy? 或 Joseph Partridge? 待定。
Gaspare Patriarch,,Person,[Category Fix] 原文误标为 Man-Made Object。可能是 Gaspare Patriarchi (误拼) 或 Patriarch Gaspare (头衔倒置)。
Gaspare Vigarani,Q18511859,Person,[Validation] 剧院建筑师 (Modena/Paris)。
Gasparo Altieri,,Person,[Reconstruction] 名字倒装复原。
Gasparo Gozzi,Q1232500,Person,[Validation] 威尼斯作家。
Gaudenzio Claretta,Q4222959,Person,[Validation] 历史学家 (Savoy)。
Gazzetta Veneta,,Work,"[OCR Fix] ""Gazzeta"" -> ""Gazzetta""。Gozi的报纸。"
Gemäldegalerie Alte Meister,,Place,"[OCR Fix] ""?"" -> ""ä""。德累斯顿历代大师画廊。"
Genoa,,Place,[Validation] 城市。
Gentile Bellini,Q290407,Person,[Validation] 威尼斯画家。
Gentile da Fabriano,Q312393,Person,[Validation] 国际哥特式画家。
Georg Friedrich Schmidt,Q877735,Person,[Validation] 德国版画家。
"George ""Dadie"" Rylands",,Person,[Validation] 英国戏剧导演/学者 (Cambridge)。
"George Byng, 1st Viscount Torrington",Q332634,Person,[Validation] 英国海军上将。
George Frideric Handel,Q7302,Person,[Validation] 作曲家。
George I of Great Britain,Q130805,Person,[Category Fix] 原文误标为 Man-Made Object。 | [Validation] 同上。 | [Validation] 英国国王。
George III of Great Britain,Q127318,Person,[Validation] 同上。 | [Validation] 英国国王。
George IV of the United Kingdom,,Person,[Disambiguation] 乔治四世 (Prince of Wales)。
George Knox,R66,Person,[Validation] 艺术史学家 (Tiepolo专家)。
George Vertue,Q930477,Person,[Validation] 英国版画家/古物学家。
"George Villiers, 1st Duke of Buckingham",,Person,"[Correction] Charles Villiers 是第二代公爵的儿子? 通常指 George Villiers (1st) 或 George Villiers (2nd). 如果原文明确写 ""Charles"", 可能是混淆。历史著名的白金汉公爵是 George。此处标注 [Check Context]。"
George William (Duke of Brunswick-Lüneburg),,Person,[Disambiguation] 策勒公爵。
"George William, Duke of Brunswick-Lüneburg",,Person,[Disambiguation] 策勒公爵。
Georges de La Tour,Q203371,Person,[Validation] 法国画家。
Gerald Burden,R67,Person,[Validation] 现代艺术写作者? 可能是 Gerald Burdon? 待定。
Gerard van Honthorst,Q314548,Person,[Validation] 荷兰画家 (Gherardo delle Notti)。
Gerard van der Bos,R68,Person,[Validation] 可能是指 Gerard van den Bossche? 或类似拼写。
Gerhard Ewald,Q53628961,Person,[Validation] 艺术史学家 (Florentine Baroque)。
Germaine de Staël,,Person,"[OCR Fix] ""?"" -> ""ë""。斯塔尔夫人。"
German patronage,,Concept,[Validation] 艺术赞助。
Gerolamo Canal,,Person,[Validation] 威尼斯贵族。
Gerolamo Nappi,R69,Person,[Validation] 画家 (17世纪)。
Gerrit van Honthorst,,Person,[Validation] 荷兰画家。
Gesuati (Order) / Santa Maria del Rosario (Gesuati),,Group/Place,[Ambiguity] 可能是耶稣会修士会 (已解散) 或威尼斯 Gesuati 教堂。在 E74 Group 中指修会。
Gherardo Sagredo,,Person,威尼斯贵族（Sagredo 家族）。
Gherardo Saracini,Q30524250,Person,[Validation] 锡耶纳贵族/赞助人。
Giacinto Brandi,Q1748199,Person,[Validation] 罗马巴洛克画家。
Giacinto Calandrucci,Q957255,Person,[Validation] 罗马画家 (Maratta学生)。
Giacinto Gigli,Q28848553,Person,[Validation] 罗马日记作家。
Giacomo Barozzi da Vignola,Q297565,Person,[Validation] 建筑师。
Giacomo Boni,Q1053697,Person,[Disambiguation] 博洛尼亚画家。 | [Validation] 威尼斯画家 (18世纪) 或考古学家 (19世纪)。结合上下文 (Giacomo/18th cent)，应为画家 Giacomo Boni (1688–1766)。
Giacomo Caraboli,,Person,"[Reconstruction] 可能是 ""Giacomo Ceruti"" 的误读，或者极生僻人物。"
Giacomo Casanova,Q83321,Person,[Disambiguation] 贾科莫·卡萨诺瓦。 | [Validation] 冒险家/作家。
Giacomo Ceruti (Il Pitocchetto),,Person,[Validation] 伦巴第画家。
Giacomo Di Castro,,Person,[Disambiguation] 索伦托/那不勒斯画家。 | [Validation] 索伦托画家。
Giacomo Leonardis,Q5557896,Person,[Validation] 威尼斯版画家。
Giacomo Leoni,Q721253,Person,[Validation] 建筑师 (Palladio翻译者)。
Giacomo Lomellini,Q15896926,Person,[Validation] 热那亚总督。
Giacomo Luigi Brignole,Q2253531,Person,[Validation] 枢机主教。
Giacomo Lumbroso,Q1114705,Person,[Validation] 考古学家/历史学家 (19世纪)。
Giacomo Piccini,,Person,(Jacopo/Giacomo Piccini) 威尼斯版画家。
Giacomo Querini,Q85969264,Person,[Validation] 威尼斯外交官。
Giacomo Rospigliosi,Q3105088,Person,[Validation] 枢机主教。
Giacomo Serra,Q3105094,Person,[Validation] 枢机主教 (Rubens赞助人)。 | 红衣主教（卡拉瓦乔赞助人，Rubens 也有接触）。
Giacomo Soranzo,Q110215161,Person,[Validation] 威尼斯收藏家。
Giacomo Storti,R71,Person,[Validation] 威尼斯出版商。
Giacomo Torelli,Q357872,Person,[Validation] 舞美设计师。
Giacomo Triga,Q5879238,Person,[Validation] 罗马画家。
Giacomo del Po,,Person,[Validation] 那不勒斯画家。 | 那不勒斯画家。
Giacomo della Lena,R70,Person,[Validation] 威尼斯外交官/作家 (西班牙宫廷)。
Giacomo della Porta,Q175566,Person,[Validation] 建筑师。
Giambattista Albrizzi,,Person,[Reconstruction] 名字倒装复原。
Giambattista Biffi,,Person,[Reconstruction] 18世纪克雷莫纳作家。 | [Validation] 克雷莫纳作家。
Giambattista Marino,Q332489,Person,[Validation] 诗人 (Adone)。
Giambattista Pasquali,,Person,威尼斯出版商（Smith 的合作伙伴）。
Giambattista Pittoni,Q982011,Person,[Validation] 威尼斯画家。
Giambattista Vico,Q178709,Person,[Validation] 哲学家。
Giambettino Cignaroli,Q327262,Person,[Validation] 维罗纳画家。
Giambologna,Q220136,Person,[Category Fix] 原文误标为 Place。雕塑家。
Giammaria Ortes,Q545098,Person,[Validation] 威尼斯经济学家/修道士。 | 威尼斯哲学家/经济学家。
Giampietro Zanotti,,Person,[Validation] 博洛尼亚画家/作家。
Gian Domenico Ferretti,,Person,[Reconstruction] 佛罗伦萨洛可可画家。 | [Validation] 佛罗伦萨画家。
Gian Gastone de' Medici,,Person,最后一任美第奇大公。
Gian Lorenzo Bernini,Q160538,Person,[Validation] 贝尼尼。
Gian Paolo Cavagna,,Person,[Validation] 贝加莫画家。
Gian Paolo Oliva,,Person,耶稣会总会长。
Gian Vittorio Rossi (Janus Nicius Erythraeus),,Person,[Disambiguation] 意大利作家/学者。 | [Validation] 诗人/学者。
Gianantonio Guardi,,Person,[Standardization] 瓜尔迪兄弟长兄 (Giovanni Antonio)。 | [Validation] 威尼斯画家。
Gianfranco Torcellan,Q85836470,Person,[Validation] 历史学家 (Settecento Veneto)。
Gianjacopo Fontana,Q17341083,Person,[Validation] 威尼斯历史学家 (19世纪)。
Giannantonio Moschini,Q5558181,Person,19世纪威尼斯艺术导览作家。 | [Validation] 威尼斯艺术导览作者/神职人员。
Giannantonio Selva,,Person,[Validation] 新古典主义建筑师 (La Fenice)。
Gilles-Marie Oppenord,Q958293,Person,[Validation] 法国建筑师/装饰家。
Gino Damerini,Q16271464,Person,[Validation] 威尼斯历史学家/记者。
Gino Fogolari,Q19357545,Person,[Validation] 艺术史学家。
Gioacchino Assereto,Q2701986,Person,[Validation] 热那亚画家。
Giorgio Casini,R74,Person,[Validation] 人物。
Giorgio Maria Rapparini,Q1525490,Person,[Validation] 诗人/剧本作家。
Giorgio Massari,Q976141,Person,[Validation] 威尼斯建筑师。
Giorgio Nicodemi,Q21329159,Person,[Validation] 艺术史学家/博物馆长。
Giorgio Pisani,R75,Person,[Validation] 威尼斯政治改革家。
Giorgio Spini,Q3765764,Person,[Validation] 历史学家。
Giorgio Vasari,Q128027,Person,[Validation] 瓦萨里。
Giorgione,Q8459,Person,[Disambiguation] 威尼斯方言称呼，或指 Giorgione。 | [Validation] 画家。
Giotto,,Person,[Validation] 乔托。
Giotto di Bondone,,Person,[Validation] 乔托。
Giovan Battista Cimaroli,,Person,[Reconstruction] 威尼斯风景画家。 | [Validation] 威尼斯风景画家。
Giovan Battista Langetti,Q1525882,Person,[Validation] 画家 (Tenebrist)。 | [Validation] 画家。
Giovan Battista Ricciardi,Q55769135,Person,[Validation] 诗人/Salvator Rosa的朋友。
Giovan Battista Ruoppolo,Q1116328,Person,[Validation] 那不勒斯静物画家。
Giovan Gioseffo Santi,,Person,博洛尼亚建筑师/透视画家。
Giovanelli Collection,,Organization/Group,[Category Fix] 原文误标为 Man-Made Object。
Giovanni Adamo,Q581481,Person,[Validation] 人物。
Giovanni Agostino Cassana,Q3106982,Person,[Validation] 画家 (Abate Cassana)。
Giovanni Ambrogio Mazenta,Q3766382,Person,[Validation] 建筑师 (Barnabite)。
Giovanni Andrea Armanni,,Person,[Full Name] 19世纪教皇国官员/学者 (Gubbio)。
Giovanni Andrea Carlone,,Person,[Disambiguation] 乔瓦尼·安德烈亚·卡尔洛内。
Giovanni Andrea Donducci,,Person,别名 Mastelletta，博洛尼亚画家。
Giovanni Andrea Lazzarini,Q3106991,Person,[Validation] 佩萨罗画家/建筑师/作家。
Giovanni Andrea Podestà,Q3766406,Person,[Validation] 画家/版画家。
Giovanni Angelo Canini,Q5563665,Person,[Validation] 罗马画家/版画家。
Giovanni Angelo Montorsoli,Q27040,Person,[Validation] 雕塑家 (Servite)。 | 米开朗基罗的学生，雕塑家。
Giovanni Angelo da Camerino,,Person,[Validation] 画家。
Giovanni Animuccia,Q500507,Person,[Validation] 作曲家。
Giovanni Antonio Armanni,R76,Person,[Validation] 历史人物。
Giovanni Antonio Belloni,R77,Person,[Validation] 人物 (可能指 Belloni 银行家?)。
Giovanni Antonio Burrini,Q1648231,Person,[Validation] 博洛尼亚画家。
Giovanni Antonio Faldoni,Q27493848,Person,[Validation] 威尼斯版画家 (Asolo)。
Giovanni Antonio Fumiani,Q1432600,Person,[Reconstruction] 威尼斯画家。 | [Validation] 威尼斯画家 (San Pantalon天顶)。
Giovanni Antonio Lorenzini,,Person,[Disambiguation] 版画家 (Fra Antonio)。
Giovanni Antonio Pellegrini,Q1358364,Person,[Validation] 威尼斯洛可可画家。
Giovanni Baglione,Q983332,Person,[Validation] 画家/传记作家。
Giovanni Bagutti,Q18576264,Person,[Validation] 灰泥艺术家 (Stuccatore)。
Giovanni Battista Agucchi,Q3766546,Person,[Validation] 教皇国务卿/艺术理论家。
Giovanni Battista Albrizzi,Q21748854,Person,[Validation] 威尼斯出版商。
Giovanni Battista Bellucci,,Person,[Reconstruction] 建筑师/工程师 (16世纪) 或画家 (Antonio Bellucci相关?)。需区分。此处保留全名。
Giovanni Battista Contini,Q2397634,Person,[Validation] 罗马巴洛克建筑师。
Giovanni Battista Crescenzi,Q1525853,Person,[Validation] 画家/建筑师 (西班牙宫廷)。
Giovanni Battista Doni,Q2739207,Person,[Validation] 音乐理论家/古物学家。
Giovanni Battista Fiammeri,Q3107066,Person,[Validation] 耶稣会画家。
Giovanni Battista Foggini,Q1353158,Person,[Reconstruction] 佛罗伦萨雕塑家/建筑师。 | [Validation] 佛罗伦萨雕塑家。
Giovanni Battista Fontanella,R78,Person,[Validation] 人物 (可能是威尼斯人)。
Giovanni Battista Gaulli,Q520573,Person,"[Disambiguation] ""Baciccio"" 是 Giovanni Battista Gaulli 的昵称。"
Giovanni Battista Gaulli (Baciccio),,Person,[Validation] 画家。
Giovanni Battista Maini,Q740440,Person,[Validation] 罗马雕塑家。
Giovanni Battista Mengardi,,Person,"[OCR Fix] ""Mingardi"" -> ""Mengardi"" (帕多瓦/威尼斯画家)。"
Giovanni Battista Mercati,Q19288545,Person,[Validation] 托斯卡纳版画家/画家。
Giovanni Battista Moroni,,Person,贝加莫画家。
Giovanni Battista Pacichelli,Q3766086,Person,[Validation] 旅行家/作家 (Il Regno di Napoli)。
Giovanni Battista Pasquali,Q3762420,Person,[Validation] 威尼斯出版商 (Joseph Smith赞助)。
Giovanni Battista Passeri,Q962495,Person,[Validation] 传记作家/古物学家 (Lives of Painters / Etruscan studies)。 | 传记作家（《Vite》作者）。
Giovanni Battista Piazzetta,Q282670,Person,[Validation] 威尼斯画家。
Giovanni Battista Piranesi,,Person,皮拉内西。
Giovanni Battista Pittoni,,Person,威尼斯洛可可画家。
Giovanni Battista Recurti,Q110566749,Person,[Validation] 威尼斯出版商。
Giovanni Battista Ricciardi,,Person,比萨诗人，Salvator Rosa 的挚友。
Giovanni Battista Rota,Q15695541,Person,[Validation] 建筑师? 或作家。
Giovanni Battista Tiepolo,Q186202,Person,[Validation] 提埃坡罗。 | 提埃坡罗。
Giovanni Battista de Rossi,Q699662,Person,[Validation] 考古学家 (Christian archaeology) 或 18世纪学者。19世纪的 de Rossi 更著名，但此处可能是同名者。结合 E21，可能是学者。
Giovanni Battista del Rosso,,Person,
Giovanni Bellini,Q17169,Person,[Validation] 威尼斯画家。
Giovanni Benedetto Castiglione,,Person,[Disambiguation] 乔瓦尼·贝内代托·卡斯蒂廖内 (Il Grechetto)。 | [Validation] 画家。
Giovanni Bilivert,,Person,[Standardization] 佛罗伦萨画家。
Giovanni Bona,Q5565359,Person,[Validation] 枢机主教/作家。
Giovanni Bonatti,,Person,"[OCR Fix] ""Bonati"" -> ""Bonatti"" (费拉拉画家)。"
Giovanni Camillo Sagrestani,Q598631,Person,[Validation] 佛罗伦萨画家。 | 佛罗伦萨晚期巴洛克画家。
Giovanni Canevazzi,Q26916278,Person,[Validation] 摩德纳/博洛尼亚建筑师 (19世纪)。
Giovanni Cattaneo,Q109856148,Person,[Validation] 雕塑家 (19世纪) 或 18世纪版画家 (Gaetano之父?)。
Giovanni Cinelli Calvoli,Q3767022,Person,[Validation] 佛罗伦萨学者/医生 (Le Bellezze della città di Firenze)。
Giovanni Coli,Q3107139,Person,[Validation] 卢卡画家 (与 Filippo Gherardi 合作)。
Giovanni Da Pozzo,Q59630707,Person,[Validation] 人物。
Giovanni De Pian,,Person,"[Validation] 版画家 (Venice, 18th/19th c.)。"
Giovanni Domenico Brugieri,Q16240592,Person,[Validation] 卢卡画家。
Giovanni Domenico Brustoloni,,Person,[Reconstruction] 威尼斯版画家 (无需 Don)。
Giovanni Domenico Cerrini (Il Cavaliere Perugino),,Person,[Validation] 画家。
Giovanni Domenico Ottonelli,Q98852567,Person,[Validation] 耶稣会作家 (艺术道德论)。 | 耶稣会士，著有《Trattato della pittura》。
