Refined_Formal_Name,Refined_Category,Status/Notes
Gaetano Beani,Person,[Validation] 佛罗伦萨档案学家/历史学家 (19世纪)。
Gaetano Cozzi,Person,[Validation] 威尼斯历史学家。
Gaetano Fanti,Person,[Validation] 壁画画家 (Quadraturista)。
Gaetano Majorano (Caffarelli),Person,[Disambiguation] 阉伶歌手 Caffarelli。
Gaetano Moroni,Person,[Validation] 教皇宫廷官员/百科全书作者。
Gaetano Pieraccini,Person,[Validation] 医生/政治家/美第奇家族研究者。
Gaetano Zompini,Person,[Validation] 威尼斯画家/版画家 (Le Arti che vanno per via)。
Gaius Mucius Scaevola,Person (Myth/Hist),[Validation] 罗马英雄。
Galeazzo Arconati,Person,[Reconstruction] 米兰收藏家 (达芬奇手稿)。 | [Validation] 米兰收藏家。
Galeazzo Gualdo Priorato,Person,[Validation] 历史学家/雇佣兵。
Galileo Galilei,Person,[Validation] 伽利略。
Galleria Borghese,Place,[Validation] 罗马美术馆。
Galleria Doria Pamphilj,Place,[Validation] 罗马美术馆。
Galleria Giustiniani,Work/Place,[Context] 可能是指 Giustiniani 收藏目录 (Work) 或宫殿画廊 (Place)。
Galleria L'Antonina,Place,[Validation] 罗马古董店/画廊。
Galleria Nazionale (Rome/Parma?),Place,[Ambiguity] 需区分。
Galleria Nazionale d'Arte Antica,Place,[Validation] 罗马国立古代艺术美术馆 (Barberini/Corsini)。
Galleria Nazionale di Parma,Organization,[Category Fix] 帕尔马国家美术馆。
Galleria Spada,Place,[Validation] 罗马美术馆。
Gallerie dell'Accademia (Venice),Place,[Validation] 威尼斯学院美术馆。
Gallery of the Aeneid (Palazzo Buonaccorsi),Place,[Validation] 马切拉塔的埃涅阿斯画廊。
Ganymede,Person (Myth),[Validation] 神话人物。
Gaspar Méndez de Haro (Marquis of Carpio),Person,[Reconstruction] 西班牙收藏家。 | [Validation] 西班牙收藏家。
Gaspar Roomer,Person,[Validation] 那不勒斯佛兰芒商人/收藏家。
"Gaspar de Guzmán, Count-Duke of Olivares",Person,[Disambiguation] 奥利瓦雷斯伯爵-公爵。
"Gaspar de Haro, 7th Marquess of Carpio",Person,[Category Fix] 原文误标为 Work。西班牙总督/收藏家。
Gaspard Dughet,Person,[Validation] 画家。 | [Validation] 风景画家。 | 别名 Gaspard Poussin，风景画家。
Gaspare Altieri,Person,[Validation] 罗马亲王 (Clement X侄女婿)。
Gaspare Diziani,Person,[Validation] 威尼斯画家。
Gaspare Partridge,Person,[Check Original] 可能是 English artist in Italy? 或 Joseph Partridge? 待定。
Gaspare Patriarch,Person,[Category Fix] 原文误标为 Man-Made Object。可能是 Gaspare Patriarchi (误拼) 或 Patriarch Gaspare (头衔倒置)。
Gaspare Vigarani,Person,[Validation] 剧院建筑师 (Modena/Paris)。
Gasparo Altieri,Person,[Reconstruction] 名字倒装复原。
Gasparo Gozzi,Person,[Validation] 威尼斯作家。
Gaudenzio Claretta,Person,[Validation] 历史学家 (Savoy)。
Gazzetta Veneta,Work,"[OCR Fix] ""Gazzeta"" -> ""Gazzetta""。Gozi的报纸。"
Gemäldegalerie Alte Meister,Place,"[OCR Fix] ""?"" -> ""ä""。德累斯顿历代大师画廊。"
Genoa,Place,[Validation] 城市。
Gentile Bellini,Person,[Validation] 威尼斯画家。
Gentile da Fabriano,Person,[Validation] 国际哥特式画家。
Georg Friedrich Schmidt,Person,[Validation] 德国版画家。
"George ""Dadie"" Rylands",Person,[Validation] 英国戏剧导演/学者 (Cambridge)。
"George Byng, 1st Viscount Torrington",Person,[Validation] 英国海军上将。
George Frideric Handel,Person,[Validation] 作曲家。
George I of Great Britain,Person,[Category Fix] 原文误标为 Man-Made Object。 | [Validation] 同上。 | [Validation] 英国国王。
George III of Great Britain,Person,[Validation] 同上。 | [Validation] 英国国王。
George IV of the United Kingdom,Person,[Disambiguation] 乔治四世 (Prince of Wales)。
George Knox,Person,[Validation] 艺术史学家 (Tiepolo专家)。
George Vertue,Person,[Validation] 英国版画家/古物学家。
"George Villiers, 1st Duke of Buckingham",Person,"[Correction] Charles Villiers 是第二代公爵的儿子? 通常指 George Villiers (1st) 或 George Villiers (2nd). 如果原文明确写 ""Charles"", 可能是混淆。历史著名的白金汉公爵是 George。此处标注 [Check Context]。"
George William (Duke of Brunswick-Lüneburg),Person,[Disambiguation] 策勒公爵。
"George William, Duke of Brunswick-Lüneburg",Person,[Disambiguation] 策勒公爵。
Georges de La Tour,Person,[Validation] 法国画家。
Gerald Burden,Person,[Validation] 现代艺术写作者? 可能是 Gerald Burdon? 待定。
Gerard van Honthorst,Person,[Validation] 荷兰画家 (Gherardo delle Notti)。
Gerard van der Bos,Person,[Validation] 可能是指 Gerard van den Bossche? 或类似拼写。
Gerhard Ewald,Person,[Validation] 艺术史学家 (Florentine Baroque)。
Germaine de Staël,Person,"[OCR Fix] ""?"" -> ""ë""。斯塔尔夫人。"
German patronage,Concept,[Validation] 艺术赞助。
Gerolamo Canal,Person,[Validation] 威尼斯贵族。
Gerolamo Nappi,Person,[Validation] 画家 (17世纪)。
Gerrit van Honthorst,Person,[Validation] 荷兰画家。
Gesuati (Order) / Santa Maria del Rosario (Gesuati),Group/Place,[Ambiguity] 可能是耶稣会修士会 (已解散) 或威尼斯 Gesuati 教堂。在 E74 Group 中指修会。
Gherardo Sagredo,Person,威尼斯贵族（Sagredo 家族）。
Gherardo Saracini,Person,[Validation] 锡耶纳贵族/赞助人。
Giacinto Brandi,Person,[Validation] 罗马巴洛克画家。
Giacinto Calandrucci,Person,[Validation] 罗马画家 (Maratta学生)。
Giacinto Gigli,Person,[Validation] 罗马日记作家。
Giacomo Barozzi da Vignola,Person,[Validation] 建筑师。
Giacomo Boni,Person,[Disambiguation] 博洛尼亚画家。 | [Validation] 威尼斯画家 (18世纪) 或考古学家 (19世纪)。结合上下文 (Giacomo/18th cent)，应为画家 Giacomo Boni (1688–1766)。
Giacomo Caraboli,Person,"[Reconstruction] 可能是 ""Giacomo Ceruti"" 的误读，或者极生僻人物。"
Giacomo Casanova,Person,[Disambiguation] 贾科莫·卡萨诺瓦。 | [Validation] 冒险家/作家。
Giacomo Ceruti (Il Pitocchetto),Person,[Validation] 伦巴第画家。
Giacomo Di Castro,Person,[Disambiguation] 索伦托/那不勒斯画家。 | [Validation] 索伦托画家。
Giacomo Leonardis,Person,[Validation] 威尼斯版画家。
Giacomo Leoni,Person,[Validation] 建筑师 (Palladio翻译者)。
Giacomo Lomellini,Person,[Validation] 热那亚总督。
Giacomo Luigi Brignole,Person,[Validation] 枢机主教。
Giacomo Lumbroso,Person,[Validation] 考古学家/历史学家 (19世纪)。
Giacomo Piccini,Person,(Jacopo/Giacomo Piccini) 威尼斯版画家。
Giacomo Querini,Person,[Validation] 威尼斯外交官。
Giacomo Rospigliosi,Person,[Validation] 枢机主教。
Giacomo Serra,Person,[Validation] 枢机主教 (Rubens赞助人)。 | 红衣主教（卡拉瓦乔赞助人，Rubens 也有接触）。
Giacomo Soranzo,Person,[Validation] 威尼斯收藏家。
Giacomo Storti,Person,[Validation] 威尼斯出版商。
Giacomo Torelli,Person,[Validation] 舞美设计师。
Giacomo Triga,Person,[Validation] 罗马画家。
Giacomo del Po,Person,[Validation] 那不勒斯画家。 | 那不勒斯画家。
Giacomo della Lena,Person,[Validation] 威尼斯外交官/作家 (西班牙宫廷)。
Giacomo della Porta,Person,[Validation] 建筑师。
Giambattista Albrizzi,Person,[Reconstruction] 名字倒装复原。
Giambattista Biffi,Person,[Reconstruction] 18世纪克雷莫纳作家。 | [Validation] 克雷莫纳作家。
Giambattista Marino,Person,[Validation] 诗人 (Adone)。
Giambattista Pasquali,Person,威尼斯出版商（Smith 的合作伙伴）。
Giambattista Pittoni,Person,[Validation] 威尼斯画家。
Giambattista Vico,Person,[Validation] 哲学家。
Giambettino Cignaroli,Person,[Validation] 维罗纳画家。
Giambologna,Person,[Category Fix] 原文误标为 Place。雕塑家。
Giammaria Ortes,Person,[Validation] 威尼斯经济学家/修道士。 | 威尼斯哲学家/经济学家。
Giampietro Zanotti,Person,[Validation] 博洛尼亚画家/作家。
Gian Domenico Ferretti,Person,[Reconstruction] 佛罗伦萨洛可可画家。 | [Validation] 佛罗伦萨画家。
Gian Gastone de' Medici,Person,最后一任美第奇大公。
Gian Lorenzo Bernini,Person,[Validation] 贝尼尼。
Gian Paolo Cavagna,Person,[Validation] 贝加莫画家。
Gian Paolo Oliva,Person,耶稣会总会长。
Gian Vittorio Rossi (Janus Nicius Erythraeus),Person,[Disambiguation] 意大利作家/学者。 | [Validation] 诗人/学者。
Gianantonio Guardi,Person,[Standardization] 瓜尔迪兄弟长兄 (Giovanni Antonio)。 | [Validation] 威尼斯画家。
Gianfranco Torcellan,Person,[Validation] 历史学家 (Settecento Veneto)。
Gianjacopo Fontana,Person,[Validation] 威尼斯历史学家 (19世纪)。
Giannantonio Moschini,Person,19世纪威尼斯艺术导览作家。 | [Validation] 威尼斯艺术导览作者/神职人员。
Giannantonio Selva,Person,[Validation] 新古典主义建筑师 (La Fenice)。
Gilles-Marie Oppenord,Person,[Validation] 法国建筑师/装饰家。
Gino Damerini,Person,[Validation] 威尼斯历史学家/记者。
Gino Fogolari,Person,[Validation] 艺术史学家。
Gioacchino Assereto,Person,[Validation] 热那亚画家。
Giorgio Casini,Person,[Validation] 人物。
Giorgio Maria Rapparini,Person,[Validation] 诗人/剧本作家。
Giorgio Massari,Person,[Validation] 威尼斯建筑师。
Giorgio Nicodemi,Person,[Validation] 艺术史学家/博物馆长。
Giorgio Pisani,Person,[Validation] 威尼斯政治改革家。
Giorgio Spini,Person,[Validation] 历史学家。
Giorgio Vasari,Person,[Validation] 瓦萨里。
Giorgione,Person,[Disambiguation] 威尼斯方言称呼，或指 Giorgione。 | [Validation] 画家。
Giotto,Person,[Validation] 乔托。
Giotto di Bondone,Person,[Validation] 乔托。
Giovan Battista Cimaroli,Person,[Reconstruction] 威尼斯风景画家。 | [Validation] 威尼斯风景画家。
Giovan Battista Langetti,Person,[Validation] 画家 (Tenebrist)。 | [Validation] 画家。
Giovan Battista Ricciardi,Person,[Validation] 诗人/Salvator Rosa的朋友。
Giovan Battista Ruoppolo,Person,[Validation] 那不勒斯静物画家。
Giovan Gioseffo Santi,Person,博洛尼亚建筑师/透视画家。
Giovanelli Collection,Organization/Group,[Category Fix] 原文误标为 Man-Made Object。
Giovanni Adamo,Person,[Validation] 人物。
Giovanni Agostino Cassana,Person,[Validation] 画家 (Abate Cassana)。
Giovanni Ambrogio Mazenta,Person,[Validation] 建筑师 (Barnabite)。
Giovanni Andrea Armanni,Person,[Full Name] 19世纪教皇国官员/学者 (Gubbio)。
Giovanni Andrea Carlone,Person,[Disambiguation] 乔瓦尼·安德烈亚·卡尔洛内。
Giovanni Andrea Donducci,Person,别名 Mastelletta，博洛尼亚画家。
Giovanni Andrea Lazzarini,Person,[Validation] 佩萨罗画家/建筑师/作家。
Giovanni Andrea Podestà,Person,[Validation] 画家/版画家。
Giovanni Angelo Canini,Person,[Validation] 罗马画家/版画家。
Giovanni Angelo Montorsoli,Person,[Validation] 雕塑家 (Servite)。 | 米开朗基罗的学生，雕塑家。
Giovanni Angelo da Camerino,Person,[Validation] 画家。
Giovanni Animuccia,Person,[Validation] 作曲家。
Giovanni Antonio Armanni,Person,[Validation] 历史人物。
Giovanni Antonio Belloni,Person,[Validation] 人物 (可能指 Belloni 银行家?)。
Giovanni Antonio Burrini,Person,[Validation] 博洛尼亚画家。
Giovanni Antonio Faldoni,Person,[Validation] 威尼斯版画家 (Asolo)。
Giovanni Antonio Fumiani,Person,[Reconstruction] 威尼斯画家。 | [Validation] 威尼斯画家 (San Pantalon天顶)。
Giovanni Antonio Lorenzini,Person,[Disambiguation] 版画家 (Fra Antonio)。
Giovanni Antonio Pellegrini,Person,[Validation] 威尼斯洛可可画家。
Giovanni Baglione,Person,[Validation] 画家/传记作家。
Giovanni Bagutti,Person,[Validation] 灰泥艺术家 (Stuccatore)。
Giovanni Battista Agucchi,Person,[Validation] 教皇国务卿/艺术理论家。
Giovanni Battista Albrizzi,Person,[Validation] 威尼斯出版商。
Giovanni Battista Bellucci,Person,[Reconstruction] 建筑师/工程师 (16世纪) 或画家 (Antonio Bellucci相关?)。需区分。此处保留全名。
Giovanni Battista Contini,Person,[Validation] 罗马巴洛克建筑师。
Giovanni Battista Crescenzi,Person,[Validation] 画家/建筑师 (西班牙宫廷)。
Giovanni Battista Doni,Person,[Validation] 音乐理论家/古物学家。
Giovanni Battista Fiammeri,Person,[Validation] 耶稣会画家。
Giovanni Battista Foggini,Person,[Reconstruction] 佛罗伦萨雕塑家/建筑师。 | [Validation] 佛罗伦萨雕塑家。
Giovanni Battista Fontanella,Person,[Validation] 人物 (可能是威尼斯人)。
Giovanni Battista Gaulli,Person,"[Disambiguation] ""Baciccio"" 是 Giovanni Battista Gaulli 的昵称。"
Giovanni Battista Gaulli (Baciccio),Person,[Validation] 画家。
Giovanni Battista Maini,Person,[Validation] 罗马雕塑家。
Giovanni Battista Mengardi,Person,"[OCR Fix] ""Mingardi"" -> ""Mengardi"" (帕多瓦/威尼斯画家)。"
Giovanni Battista Mercati,Person,[Validation] 托斯卡纳版画家/画家。
Giovanni Battista Moroni,Person,贝加莫画家。
Giovanni Battista Pacichelli,Person,[Validation] 旅行家/作家 (Il Regno di Napoli)。
Giovanni Battista Pasquali,Person,[Validation] 威尼斯出版商 (Joseph Smith赞助)。
Giovanni Battista Passeri,Person,[Validation] 传记作家/古物学家 (Lives of Painters / Etruscan studies)。 | 传记作家（《Vite》作者）。
Giovanni Battista Piazzetta,Person,[Validation] 威尼斯画家。
Giovanni Battista Piranesi,Person,皮拉内西。
Giovanni Battista Pittoni,Person,威尼斯洛可可画家。
Giovanni Battista Recurti,Person,[Validation] 威尼斯出版商。
Giovanni Battista Ricciardi,Person,比萨诗人，Salvator Rosa 的挚友。
Giovanni Battista Rota,Person,[Validation] 建筑师? 或作家。
Giovanni Battista Tiepolo,Person,[Validation] 提埃坡罗。 | 提埃坡罗。
Giovanni Battista de Rossi,Person,[Validation] 考古学家 (Christian archaeology) 或 18世纪学者。19世纪的 de Rossi 更著名，但此处可能是同名者。结合 E21，可能是学者。
Giovanni Battista del Rosso,Person,
Giovanni Bellini,Person,[Validation] 威尼斯画家。
Giovanni Benedetto Castiglione,Person,[Disambiguation] 乔瓦尼·贝内代托·卡斯蒂廖内 (Il Grechetto)。 | [Validation] 画家。
Giovanni Bilivert,Person,[Standardization] 佛罗伦萨画家。
Giovanni Bona,Person,[Validation] 枢机主教/作家。
Giovanni Bonatti,Person,"[OCR Fix] ""Bonati"" -> ""Bonatti"" (费拉拉画家)。"
Giovanni Camillo Sagrestani,Person,[Validation] 佛罗伦萨画家。 | 佛罗伦萨晚期巴洛克画家。
Giovanni Canevazzi,Person,[Validation] 摩德纳/博洛尼亚建筑师 (19世纪)。
Giovanni Cattaneo,Person,[Validation] 雕塑家 (19世纪) 或 18世纪版画家 (Gaetano之父?)。
Giovanni Cinelli Calvoli,Person,[Validation] 佛罗伦萨学者/医生 (Le Bellezze della città di Firenze)。
Giovanni Coli,Person,[Validation] 卢卡画家 (与 Filippo Gherardi 合作)。
Giovanni Da Pozzo,Person,[Validation] 人物。
Giovanni De Pian,Person,"[Validation] 版画家 (Venice, 18th/19th c.)。"
Giovanni Domenico Brugieri,Person,[Validation] 卢卡画家。
Giovanni Domenico Brustoloni,Person,[Reconstruction] 威尼斯版画家 (无需 Don)。
Giovanni Domenico Cerrini (Il Cavaliere Perugino),Person,[Validation] 画家。
Giovanni Domenico Ottonelli,Person,[Validation] 耶稣会作家 (艺术道德论)。 | 耶稣会士，著有《Trattato della pittura》。
Giovanni Domenico Piastrini,Person,18世纪佛罗伦萨画家。 | [Validation] 佛罗伦萨画家。
Giovanni Domenico Tiepolo,Person,[Validation] 提埃坡罗之子。 | 提埃坡罗之子。
Giovanni Ferrari (Torretto),Person,[Disambiguation] 雕塑家 (Canova的老师)。
Giovanni Francesco Grimaldi,Person,[Category Fix] 原文误标为 Place。波伦亚画家/建筑师。
Giovanni Francesco Negroni,Person,[Category Fix] 原文误标为 Place。红衣主教。 | [Validation] 枢机主教。
Giovanni Francesco Romanelli,Person,[Category Fix] 原文误标为 Place。罗马巴洛克画家。 | [Validation] 画家 (Cortona学生)。
Giovanni Francesco Sacchetti,Person,[Category Fix] 原文误标为 Place。
Giovanni Gaetano Bottari,Person,[Disambiguation] 罗马学者/图书管理员。 | [Validation] 罗马学者/梵蒂冈图书馆员。
Giovanni Garzia Mellini,Person,[Disambiguation] 17世纪枢机主教 (Mellini/Millini)。
Giovanni Garzia Millini,Person,[Validation] 枢机主教。
Giovanni Gasparo Baldoini,Person,[Full Name] 建筑师/工程师。 | [Reconstruction] 名字倒装复原。
